descricao,criado,qtdInsumos,calculado,correto
30 CAP | BUPROPIONA CLORIDRATO  150MG,2020-08-05 23:19:09,1,47.5297,39.9
60 CAP | VITAMINA B2  10MG; SELENIO QUELADO  100MCG; CROMO GTF  500MCG,2020-07-28 12:22:11,3,33.4193,44.0
90 CAP | DIMPLESS  40MG; SILICIUMAX PO  150MG,2020-07-28 12:19:11,2,705.4263,666.7
30 CAP | BIOTINA  1MG; GLUTAMINA  200MG; PANTOTENATO DE CALCIO  10MG; NICOTINAMIDA  50MG; QUERCETINA  25MG; SILIMARINA  50MG,2020-07-28 12:18:11,6,42.9836,39.9
60 CAP | ESPINHEIRA SANTA   100MG; DOMPERIDONA  5MG; ALFAFA EXTRATO  100MG; UNCARIA TOMENTOSA  50MG; COENZIMA Q10  30MG,2020-07-28 12:15:11,5,93.1993,62.0
60 CAP | AMILASE  14MG; PAPAINA  120MG; PEPSINA  30MG; BROMELINA  75MG; LIPASE  25MG; LACTASE  25MG; PROTEASE  25MG; SAIS BILIARES  40MG; BETAINA CLORIDRATO  120MG,2020-07-28 12:13:11,9,115.0561,125.0
30 CAP | ACIDO URSOLICO 50%  300MG,2020-07-28 12:12:11,1,186.6259,186.0
60 CAP | VITAMINA D3 1:100  10000UI; ZINCO  30MG; VITAMINA C  500MG; QUERCETINA  200MG,2020-07-28 12:11:12,4,118.998,111.2
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  7000UI; VITAMINA K2 MK7  100MCG,2020-07-28 12:09:11,2,37.4955,40.0
135 CAP | ACIDO PANTOTENICO  75MG; SILICIO ORGANICO  150MG; CISTINA  100MG; TIAMINA  100MG; QUERATINA   200MG; PABA  40MG,2020-07-28 12:04:13,6,831.2146,756.4
90 CAP | CARBONATO DE CALCIO PESADO  500MG; VITAMINA D3 1:100  1000UI; MAGNESIO QUELADO  30MG; VITAMINA K2 MK7  30MCG,2020-07-28 12:03:11,4,58.5624,58.0
30 CAP | ACIDOPHILUS LACTOBACILLUS 33.300MG; CASEI LACTOBACILLUS 33.300MG; RHAMNOSUS LACTOBACILLUS 33.300MG; BULGARICUS LACTOBACILLUS 33.300MG; REUTERI LACTOBACILLUS 33.300MG; ENTEROCOCCUS FAECIUM 33.300MG; BIFIDOBACTERIA BIFIDUM 33.300MG; BIFIDOBACTERIUM BREVE 33.300MG; BIFIDOBACTERIUM LACTIS 33.300MG; INULINA  200MG,2020-07-28 12:01:11,10,56.5399,48.0
60 CAP | EQUILIBRIO DA FLORA  100MG; BIFIDOBACTERIUM LONGUM  50MG; GASSERI LACTOBACILLUS  30MG; PLANTARIUM LACTOBACILLUS  50MG; BIFIDOBACTERIUM BREVE  100MG; XOS   200MG,2020-07-28 11:56:10,6,91.7749,81.5
120 CAP | CURCUMA LONGA  450MG; PIPERINA (BLACK PEPPER) 7.500MG,2020-07-28 11:55:10,2,248.9619,218.5
90 CAP | BETAINA BASE ANIDRA  200MG; CARDO MARIANO  200MG; VIT E  100MG,2020-07-28 11:55:10,3,120.7459,94.2
60 CAP | VITAMINA C  500MG; VIT B12   500MCG; ACIDO FOLICO  2MG,2020-07-28 11:54:11,3,63.6501,60.0
60 CAP | PLANTARUM LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; JOHNSONII LACTOBACILLUS  100MG; LACTOBACILLUS LACTIS  100MG; SALIVARIUS LACTOBACILLUS  100MG; ACIDOPHILUS LACTOBACILLUS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; STREPTOCOCCUS TERMOPHILUS  100MG; BIFIDOBACTERIUM BREVE  100MG; OLI OLA 3%  100MG; BETAGLUCAN  80MG,2020-07-28 11:51:11,11,185.6464,216.9
60 CAP | PANCREATINA  400MG; LACTASE  100MG; BETAINA BASE ANIDRA  200MG; METFORMINA  250MG,2020-07-28 11:49:10,4,110.5978,121.4
90 CAP | PICOLINATO CROMO 1:10  250MCG; RIBOFLAVINA  60MG; ZINCO QUELADO  15MG; MAGNESIO ELEMENTAR  300MG; PIRIDOXAL-5-FOSFATO  5MG; SELENIO QUELADO  100MCG; METILCOBALAMINA 1:100  200MCG; SILICIO ORGANICO  100MG; METILFOLATO 1:10  150MCG; BIOTINA  10MG; TRIPTOFANO  100MG,2020-07-28 11:47:11,11,486.5197,474.3
30 CAP | CURCUMA LONGA  500MG,2020-07-28 11:44:10,1,76.6665,71.3
60 CAP | PQQ  5MG,2020-07-28 11:43:10,1,70.068,65.0
30 CAP | MOROSIL  300MG; ALTILIX  50MG; CACTI-NEA  200MG; FIBREGUM  500MG,2020-07-28 11:41:12,4,148.2301,142.0
90 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA A OLEOSA ORAL  1000UI; VITAMINA K2 MK7  90MCG,2020-07-28 11:40:11,3,63.0124,62.0
60 CAP | UBIQUINOL  50MG; TAURINA  500MG; N ACETIL L CISTEINA  100MG; CARNITINA BASE  500MG; ACIDO ALFA LIPOICO  100MG,2020-07-28 11:40:11,5,159.2431,283.0
60 CAP | CAFEINA   100MG; MOROSIL  200MG; TRANSRESVERATROL  125MG; RASPBERRY KETONE  120MG; EGCG PURE  150MG; CAPSIATE  8MG; GENGIBRE   250MG; CINNAMOMUM  275MG; TADALAFIL 2.500MG,2020-07-28 11:39:10,9,572.8444,563.0
80 CAP | FLUOXETINA  5MG; VITAMINA D  3000UI; VITAMINA B6  20MG; ARGININA  500MG; ORLISTAT  60MG; VITAMINA B1  100MG; VITAMINA B2  10MG,2020-07-28 11:38:10,7,237.0223,221.0
60 CAP | TIMOMODULINA  80MG; VITAMINA C  200MG,2020-07-28 11:29:10,2,219.7989,206.0
60 CAP | TRAMADOL   50MG; CICLOBENZAPRINA 2.500MG,2020-07-28 11:29:10,2,77.7071,69.0
120 CAP | CETOTIFENO   2MG,2020-07-28 11:27:10,1,69.7919,63.0
60 CAP | VITAMINA D  2000UI; VITAMINA K2 MK7  30MCG,2020-07-28 11:22:10,2,31.8381,45.0
60 CAP | VITAMINA D3  5000UI; VITAMINA K2 MK7  60MCG,2020-07-28 11:20:10,2,34.5642,45.0
60 CAP | IBUTAMOREN   10MG,2020-07-28 11:18:11,1,303.4872,287.2
30 CAP | CITRIN EXTRACT  100MG; ANASTROZOL   1MG; DUTASTERIDA 0.500MG; IOIMBINA CLORIDRATO  3MG; T3  25MCG; PHOLIAMAGRA  75MG; ALOINA  40MG; ORLISTAT  100MG; CLORTALIDONA  25MG; DIMETILPOLISILOXANE  60MG; FAMOTIDINA  20MG,2020-07-28 11:12:10,11,193.3233,183.2
30 CAP | BIFIDUM LACTOBACILLUS  80MG; LACTOBACILLUS ACIDOPHILUS  100MG; BULGARICUS LACTOBACILLUS  80MG; LACTOBACILLUS CASEI  40MG,2020-07-28 11:12:10,4,54.6349,47.1
60 CAP | REUTERI LACTOBACILLUS  200MG; BIFIDOBACTERIUM BREVE  100MG; LACTOBACILLUS ACIDOPHILUS  100MG; DELBRUECKII LACTOBACILLUS  100MG; FAECIUM LACTOBACILLUS  100MG,2020-07-28 11:09:13,5,125.0887,115.0
60 CAP | BIOTINA  5MG; CRAMBERRY   300MG; EQUINACEA   250MG; OLIVE LEAF  150MG; CYANOTIS VAGA  200MG,2020-07-28 11:09:13,5,534.0487,514.0
60 CAP | HEXANICOTINATO DE INOSITOL  100MG; MAGNESIO QUELADO  100MG; PQQ  5MG; VIT E  100UI; VIT A   1000UI; CAVIAR   100MG; ACIDO ALFA LIPOICO  200MG,2020-07-28 11:08:10,7,263.8118,303.5
60 CAP | COLEUS FORSKOLI  250MG; CITRUS AURANTIUM  200MG; ZINGIBER OFFICINALIS L. ROSCOE  100MG; GREEN COFFEE GN  50MG; CASSIOLAMINA EXTRACT  250MG,2020-07-28 11:00:10,5,193.5394,185.0
90 CAP | L LISINA  500MG,2020-07-28 10:55:09,1,57.607,57.0
30 CAP | LACTOBACILLUS ACIDOPHILUS  200MG; LACTOBACILLUS CASEI  100MG; LACTOBACILLUS RHAMNOSUS  100MG; BIFIDOBACTERIUM LACTIS  200MG; BIFIDOBACTERIUM BREVE  100MG; BIFIDOBACTERIA BIFIDUM  100MG,2020-07-28 10:38:11,6,81.8539,77.2
30 CAP | CURCUMA LONGA  400MG; PIPERINA  1MG,2020-07-28 10:38:11,2,69.032,59.8
60 CAP | PANTOTENATO DE CALCIO  60MG; ZINCO QUELADO  7MG; GREEN TEA EXT SECO  200MG; BIOTINA  5MG; EXSYNUTRIMENT-SILICIO ORGANICO  100MG,2020-07-27 22:56:10,5,246.8878,231.4
30 CAP | CRISINA  500MG,2020-07-27 22:50:10,1,131.5056,124.6
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  7000UI; VITAMINA A OLEOSA ORAL  700UI; VITAMINA K2 SOL MAE  100MCG,2020-07-27 22:37:11,3,45.4776,44.0
48 CAP | VITAMINA D LIQ CAP ATE 15MIL  7000UI,2020-07-27 22:27:10,1,41.8272,43.6
60 CAP | BULGARICUS LACTOBACILLUS  200MG; GASSERI LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  100MG; HELVETICUS LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; CURVATUS LACTOBACILLUS  100MG; BIFIDOBACTERIUM LACTIS  200MG; BIFIDOBACTERIUM LONGUM  100MG; SACCHAROMYCES BOULARDII  100MG,2020-07-27 22:25:10,9,225.1416,217.8
120 CAP | TESTOFEN  150MG; URTIGA DIOICA EXT SECO  350MG,2020-07-27 22:20:10,2,156.3251,136.7
120 CAP | RELORA  250MG,2020-07-27 22:18:10,1,398.8812,359.4
60 CAP | MAGNESIO DIMALATO  400MG; TIAMINA  25MG; RIBOFLAVINA  25MG; NIACINA NO FLUSH  50MG; ACIDO PANTOTENICO  10MG; PIRIDOXAL-5-FOSFATO  10MG; METILFOLATO 1:10  150MCG; METILCOBALAMINA 1:100  150MCG; ZINCO QUELADO  10MG; CROMO GTF  100MCG; SELENIO QUELADO  50MCG; COBRE QUELADO  500MCG; ACIDO ALFA LIPOICO  150MG; ALTILIX (BIONAP)  50MG,2020-07-27 22:14:10,14,197.5314,229.7
60 CAP | GRISEOFULVINA  500MG,2020-07-27 22:02:10,1,165.0,155.8
120 CAP | TEACRINE  150MG; MAGNESIO DIMALATO  400MG,2020-07-27 22:02:10,2,411.9814,367.0
60 CAP | LCD  2%; UREIA  20%; ACIDO SALICILICO  8%; CREME   60G,2020-07-27 21:58:10,4,48.2628,48.4
30 CAP | SILIMARINA EXT SECO  300MG; ACIDO ALFA LIPOICO  200MG; CURCUMA EXT SECO  200MG; BOLDO  200MG; METIONINA  200MG; COENZIMA Q10 PO  200MG,2020-07-27 21:57:10,6,192.5029,218.3
30 CAP | SAFFRIN  90MG; SERENZO  250MG,2020-07-27 21:54:10,2,100.9794,95.0
60 CAP | MOROSIL  300MG,2020-07-27 21:54:10,1,162.951,151.4
30 CAP | NORTRIPTILINA  25MG,2020-07-27 21:51:10,1,44.6186,39.9
30 CAP | TIMOMODULINA EXTRATO  80MG,2020-07-27 21:48:10,1,120.1475,114.2
60 CAP | LACTOBACILLUS REUTERI  300MG,2020-07-27 21:42:10,1,50.5741,79.4
20 CAP | VITAMINA D  14000UI,2020-07-27 21:37:10,1,34.144,39.9
20 CAP | VITAMINA D3 1:100  14000UI,2020-07-27 21:37:10,1,34.144,39.9
45 CAP | MELATONINA SUBLINGUAL CAP  3MG,2020-07-27 21:26:10,1,67.5413,64.0
120 CAP | GARCINIA CAMBOJA EXT SECO  500MG,2020-07-27 21:23:10,1,80.0849,77.9
45 CAP | VITAMINA D3 OLEOSA  5000UI,2020-07-27 21:21:11,1,37.92,43.6
90 CAP | VITAMINA K2 SOL MAE  100MCG; VITAMINA D LIQ CAP ATE 15MIL  10000UI,2020-07-27 21:19:09,2,61.9833,60.3
60 CAP | CACTI-NEA  400MG; UVA URSI EXT SECO  250MG; HIBISCUS EXT SECO  400MG; UNHA DE GATO  200MG; CAVALINHA  400MG,2020-07-27 21:19:09,5,228.1976,217.0
60 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  100MG; LACTOBACILLUS BIFIDUM  100MG; REUTERI LACTOBACILLUS  100MG; GLUTAMINA L  2G; DIMETICONE  20MG; SABOR UVA  1G; PO P/ REFRESCO  4.500G,2020-07-27 21:18:10,9,168.912,208.0
90 CAP | UBIQUINOL  100MG,2020-07-27 21:17:09,1,126.7529,301.7
30 CAP | GSK-516  10MG,2020-07-27 21:15:10,1,312.0,303.5
67 CAP | BUPROPIONA CLORIDRATO  300MG,2020-07-27 21:14:10,1,108.2995,102.0
90 CAP | T4  45MCG,2020-07-27 21:13:09,1,32.869,48.0
67 CAP | CORTISOL 20MG 70/30  67UN,2020-07-27 21:13:09,1,155.5853,125.0
67 CAP | T4  45MCG,2020-07-27 21:13:09,1,32.1358,47.4
67 CAP | TRIIODOTIRONINA SLOW RELEASE  9MCG,2020-07-27 21:13:09,1,32.227,47.4
30 CAP | CAPSIATE  8MG; MODULIP   400MG; MOROSIL  400MG; CACTI-NEA  500MG; CAMELIA SINENSIS  100MG; CUREIT  250MG,2020-07-27 21:12:09,6,623.2308,616.0
30 CAP | VITAMINA A OLEOSA ORAL  1000UI; VITAMINA D LIQ CAP ATE 15MIL  4000UI; VITAMINA K2 LIQ SOL MAE  100MCG; VITAMINA E OLEOSA ORAL  200UI,2020-07-27 21:08:09,4,40.0185,39.9
45 CAP | SERTRALINA CLORIDRATO  150MG,2020-07-27 21:01:09,1,86.7057,69.4
90 CAP | DOXEPINA CLORIDRATO  40MG,2020-07-27 21:01:09,1,234.6904,196.8
30 CAP | MAGNESIO QUELADO 30%  200MG; INOSITOL  500MG,2020-07-27 20:59:19,2,47.5937,39.9
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  30000UI; VITAMINA A OLEOSA ORAL  3000UI; VITAMINA E OLEOSA  400UI,2020-07-27 20:57:09,3,73.4178,69.0
45 CAP | MOROSIL  500MG; CACTIN  500MG,2020-07-27 20:57:09,2,256.7922,242.8
120 CAP | OXANDROLONA  7MG,2020-07-27 20:53:09,1,99.1835,85.7
12 CAP | VITAMINA D3 1:100  7000UI,2020-07-27 20:52:09,1,31.2432,39.9
30 CAP | BIFIDOBACTERIUM LONGUM  50MG; BIFIDOBACTERIUM LACTIS  50MG; LACTOBACILLUS ACIDOPHILUS  100MG; HELVETICUS LACTOBACILLUS  50MG; JOHNSONII LACTOBACILLUS  30MG; PLANTARUM LACTOBACILLUS  70MG; PARACASEI LACTOBACILLUS   30MG; REUTERI LACTOBACILLUS  20MG,2020-07-27 20:51:09,8,57.5479,49.1
120 CAP | VITAMINA C SLOW RELEASE  500MG,2020-07-27 20:51:09,1,74.9426,67.4
67 CAP | TRIIODOTIRONINA SLOW RELEASE  5MCG,2020-07-27 20:46:10,1,31.2372,47.4
67 CAP | MELATONINA 1:10  3MG; L THEANINA  400MG,2020-07-27 20:45:10,2,179.3079,167.2
67 CAP | PRASTERONA 12.500MG,2020-07-27 20:45:10,1,120.45,108.3
120 CAP | T3 12.500MCG; T4 37.500MCG,2020-07-27 20:44:09,2,40.114,49.5
30 CAP | PROTEASE  60MG; ALFA AMILASE  40MG; LIPASE 50.000FPI/G  50MG; PANCREATINA  100MG; PEPSINA  40MG; PAPAINA  50MG; BROMELINA  100MG,2020-07-27 20:42:10,7,77.0748,79.0
30 CAP | CAFEÍNA  300MG,2020-07-27 20:42:10,1,52.7105,46.0
300 CAP | CORTISOL BIOIDENTICO  5MG,2020-07-27 20:42:10,1,105.684,106.9
90 CAP | SERENOA REPENS  160MG; ESPIRONOLACTONA  10MG; GREEN TEA EXT SECO  200MG; BIOTINA  4MG; SELENIO QUELADO  50MCG; ZINCO QUELADO  7MG; VIT C  200MG,2020-07-27 20:40:10,7,133.2537,142.6
30 CAP | LACTOBACILLUS ACIDOPHILUS  100MG; BULGARICUS LACTOBACILLUS  200MG; CASEI LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; BIFIDOBACTERIUM BREVE  100MG; BIFIDOBACTERIUM INFANTIS  100MG; BIFIDOBACTERIUM LACTIS  200MG; BIFIDOBACTERIUM LONGUM  100MG; BIFIDUM LACTOBACILLUS  100MG; SACCHAROMYCES BOULARDII  100MG,2020-07-27 20:40:10,13,150.5551,148.0
120 CAP | VITAMINA D3 1:100  10000UI; VITAMINA K2 MK7  60MCG,2020-07-27 20:38:10,2,48.0084,60.9
240 CAP | VITAMINA D3   7000UI,2020-07-27 20:37:09,1,54.864,55.2
240 CAP | CURCUMINA  250MG; PIPERINA 2.500MG,2020-07-27 20:37:09,2,250.641,236.5
60 CAP | COENZIMA Q10 PO  100MG; MAGNESIO DIMALATO  400MG; TEACRINE  150MG,2020-07-27 20:37:09,3,307.9901,297.0
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA A OLEOSA ORAL  1000UI; VITAMINA K2 SOL MAE  120MCG,2020-07-27 20:35:10,3,41.0323,40.0
30 CAP | SILICIO ORGANICO  200MG,2020-07-27 20:32:10,1,174.7547,165.3
70 CAP | ORLISTAT  80MG; SELENIO QUELADO  10MCG; TOPIRAMATO  25MG; VITAMINA C  100MG; PLANTAGO OVATA  300MG,2020-07-27 20:31:10,5,186.3067,164.9
35 CAP | TRIBULUS TERRESTRIS EXT SECO  300MG; TURKESTERONE  200MG; HMB CALCIO ANIDRO  200MG; COENZIMA Q10 PO  100MG,2020-07-27 20:31:10,4,133.8811,124.6
10 CAP | VITAMINA D  14000UI,2020-07-27 20:30:09,1,32.072,39.9
120 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI,2020-07-27 20:29:09,1,72.24,71.6
60 CAP | GLUCOSAMINA  450MG; CONDROITINA SULFATO  300MG; MSM  300MG,2020-07-27 20:29:09,3,98.1915,91.0
30 CAP | CLOMIFENO   50MG; ANASTROZOL  0.100MG; TADALAFILA  5MG,2020-07-27 20:28:09,3,90.5141,81.0
180 CAP | BETANECOL  10MG,2020-07-27 20:27:09,1,201.72,182.4
60 CAP | BIFIDOBACTERIA BIFIDUM  50MG; BIFIDOBACTERIUM LACTIS  50MG; LACTOBACILLUS ACIDOPHILUS  50MG; PARACASEI LACTOBACILLUS   50MG; LACTOBACILLUS PLANTARUM   50MG; LACTOBACILLUS RHAMNOSUS  50MG; PRETICX  100MG; ALTILIX (BIONAP)  100MG,2020-07-27 20:19:11,8,184.0917,168.3
30 CAP | VITAMINA D   8000UI; VITAMINA K2 MK7  50MCG,2020-07-27 20:15:09,2,33.6038,39.9
60 CAP | BIFIDOBACTERIUM BREVE  200MG; ACIDOPHILUS LACTOBACILLUS  200MG; PLANTARUM LACTOBACILLUS  100MG,2020-07-27 20:14:09,3,90.1732,81.6
120 CAP | PICOLINATO CROMO 1:10  200MCG; GYMNEMA SYLVESTRE EXT SECO  250MG; CROCUS SATIVUS  20MG,2020-07-27 20:14:09,3,136.9331,120.9
30 CAP | T4  25MCG; T3  5MCG; CORTISOL BIOIDENTICO  15MG,2020-07-27 20:14:09,3,53.9291,44.4
180 CAP | T3 SLOW RELEASE  10MCG,2020-07-27 20:13:09,1,36.6476,61.0
90 CAP | RHAMNOSUS LACTOBACILLUS  200MG; SALIVARIUS LACTOBACILLUS  200MG; CASEI LACTOBACILLUS  200MG; FOS  100MG,2020-07-27 20:11:09,4,137.2501,134.8
90 CAP | CORTISOL 10MG 70/30  90UN,2020-07-27 20:10:09,1,159.2569,100.0
30 CAP | VIT D LIQ P/CAP ATE 15.000UI  5000UI,2020-07-27 20:09:09,1,35.28,40.0
60 CAP | T4  100MCG; T3  20MCG; TIROSINA  150MG; CORTISOL BIOIDENTICO  10MG; SELENIO QUELADO  100MCG,2020-07-27 20:08:09,5,91.1807,82.3
180 CAP | VITAMINA D LIQ  10000UI; VITAMINA A OLEOSA ORAL  1000UI; VITAMINA E OLEOSA  200UI,2020-07-27 20:08:08,3,127.5204,128.0
100 CAP | ANASTROZOL  0.500MG,2020-07-27 20:06:09,1,82.8651,71.1
120 CAP | INDOL 3 CARBINOL  60MG; SILIMARINA  150MG; METIONINA  50MG; URTIGA DIOICA EXT SECO  80MG; TADALAFIL  5MG,2020-07-27 20:05:09,5,205.7259,184.0
90 CAP | MAGNESIO DIMALATO  300MG; COENZIMA Q10 PO  100MG; VITAMINA K2 MK7  80MCG; VIT D3  2000UI,2020-07-27 20:04:09,4,195.95,203.6
60 CAP | DIMPLESS  40MG; CACTI-NEA  500MG; NUTRICOLIN  250MG,2020-07-27 20:03:09,3,673.9371,652.0
60 CAP | CLOMIFENO   100MG; TADALAFIL  5MG,2020-07-27 20:03:09,2,236.1093,225.0
30 CAP | RIBOFLAVINA  400MG,2020-07-27 20:02:10,1,78.0816,91.1
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  5000UI; VITAMINA A OLEOSA ORAL  500UI; VITAMINA K2 SOL MAE  120MCG,2020-07-27 19:58:09,3,41.1536,44.0
60 CAP | CASEI LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; LACTOBACILLUS LACTIS  100MG; BIFIDOBACTERIUM BREVE  100MG; BIFIDOBACTERIUM LONGUM  100MG; STREPTOCOCCUS TERMOPHILUS  100MG; XOS (XILOOLIGOSSACARIDEOS)  200MG,2020-07-27 19:56:12,7,138.8611,138.0
30 CAP | CRISINA  200MG; SAW PALMETO   250MG; QUERCETINA  100MG; ZINCO QUELADO  15MG; POMEGRANADE   50MG; METILFOLATO   500MCG,2020-07-27 19:55:09,6,104.6446,126.7
60 CAP | MELISSA EXT SECO  200MG; MAGNESIO L-TREONATO  100MG; MAGNESIO GLICINA  250MG; TAURINA  100MG; THEANINA  100MG; RELORA  100MG; PASSIFLORA  100MG; VALERIANA EXT SECO  100MG; TRIPTOFANO  100MG; ZINCO QUELADO  20MG; PIRIDOXAL-5-FOSFATO  20MG,2020-07-27 19:55:09,11,245.7252,320.6
15 CAP | ACIDO MALICO  2G,2020-07-27 19:53:09,1,49.8351,41.3
30 CAP | QUITOSANA  500MG,2020-07-27 19:51:08,1,48.7779,41.0
30 CAP | CLOMIPRAMINA CLORIDRATO  10MG,2020-07-27 19:51:08,1,42.8099,39.9
60 CAP | ACIDO FOLINICO  1000MCG; TRIMETILGLICINA  300MG; VITAMINA B12  1000MCG; VITAMINA B6  25MG; METILFOLATO 1:10  200MCG; MAGNESIO DIMALATO  100MG; PIRIDOXAL-5-FOSFATO  25MG; FOSFATIDIL COLINA  300MG,2020-07-27 19:49:09,8,171.4145,232.0
60 CAP | CURCUMA EXT SECO  500MG; CHA VERDE EXT SECO  250MG; INDOL 3 CARBINOL  100MG,2020-07-27 19:46:10,3,212.2194,202.3
30 CAP | MELATONINA SUBLINGUAL CAP  5MG,2020-07-27 19:45:08,1,71.7125,67.35
15 CAP | ORNITINA ALFA  550MG,2020-07-27 19:41:09,1,53.6776,44.75
60 CAP | GARCINIA CAMBOJA EXT SECO  250MG; CROMO PICOLINATO  300MCG; FASEOLAMINA  200MG; CASSIOLAMINA EXTRACT  200MG,2020-07-27 19:41:09,4,74.5194,67.9
90 CAP | VITAMINA A OLEOSA ORAL  2000UI; VITAMINA K2 SOL MAE  120MCG; VITAMINA D LIQ CAP ACIMA 15MIL  20000UI,2020-07-27 19:41:09,3,81.61,81.4
120 CAP | L ARGININA  200MG; ZINCO QUELADO  10MG; VITAMINA C  200MG; QUERCETINA  100MG; VITAMINA D3 1:100  5000UI,2020-07-27 19:40:09,5,141.7146,125.4
60 CAP | COMPLEXO E  100MG; ACIDO ASCORBICO  100MG; COENZIMA Q10 PO  80MG; ACIDO ALFA LIPOICO  100MG; ASTAXANTINA  5MG; NIACINAMIDA  50MG,2020-07-27 19:37:10,6,247.5168,253.2
30 CAP | RESVERATROL  50MG; PINUS PINASTER  50MG,2020-07-27 19:36:14,2,67.7191,58.6
30 CAP | MAGNESIO DIMALATO  800MG,2020-07-27 19:36:11,1,61.2911,54.7
15 CAP | ORNITINA  550MG,2020-07-27 19:36:11,1,53.6776,44.8
8 CAP | VITAMINA D  70000UI,2020-07-27 19:33:09,1,38.288,39.9
30 CAP | GRIFFONIA SIMPLICIFOLIA  100MG; MELISSA OFFICINALIS  150MG; PASSIFLORA INCARNATA  100MG; ERYTHRINA MULUNGU  200MG,2020-07-27 19:31:09,4,81.4511,72.0
90 CAP | DIACEREINA  50MG; PARACETAMOL  500MG,2020-07-27 19:31:09,2,165.4825,186.0
60 CAP | 5-HTP  50MG; ASHWAGANDHA EXTRATO  100MG; SAME  50MG; PIRIDOXAL-5-FOSFATO  20MG,2020-07-27 19:29:09,4,143.4608,138.9
100 CAP | VITAMINA C  500MG,2020-07-27 19:26:09,1,69.5999,59.0
60 CAP | CURCUMA EXT SECO  500MG; PIPERINA  3MG,2020-07-27 19:25:11,2,133.5255,128.0
30 CAP | AMILASE  250MG; PROTEASE  250MG; LIPASE 50.000FPI/G  250MG,2020-07-27 19:22:09,3,131.0392,132.9
90 CAP | METILCOBALAMINA 1:100  500MCG; METILFOLATO 1:10  500MCG; MAGNESIO DIMALATO  800MG,2020-07-27 19:21:09,3,176.4765,165.5
60 CAP | KOUBO  150MG; GARCINIA CAMBOJA EXT SECO  700MG; FASEOLAMINA  300MG; CASSIOLAMINA EXTRACT  300MG; 5HTP  100MG,2020-07-27 19:19:09,5,351.113,354.7
30 CAP | METILCOBALAMINA 1:100  500MCG; METILFOLATO 1:10  500MCG; MAGNESIO DIMALATO  800MG,2020-07-27 19:19:09,3,78.8255,71.4
60 CAP | L TIROSINA  500MG; ZINCO QUELADO  20MG; SELENIO QUELADO  100MCG; VITAMINA C  400MG; BIOTINA  10MG; VITAMINA B6  30MG; FERRO QUELADO  30MG; COBRE QUELADO 0.500MG; BIO ARTC  100MG; EXSYNUTRIMENT-SILICIO ORGANICO  100MG,2020-07-27 19:15:09,10,503.5177,491.9
60 CAP | IODO METALOIDE  5MG; IODETO DE POTASSIO  10MG,2020-07-27 19:15:09,2,31.9866,43.6
400 CAP | VITAMINA D3  5000UI,2020-07-27 19:13:09,1,59.6,70.8
150 CAP | NALTREXONA HCL  2MG,2020-07-27 19:13:09,1,62.9718,92.2
90 CAP | T4  100MCG; T3  25MCG,2020-07-27 19:13:09,2,46.7649,47.4
400 CAP | VITAMINA D3   10000UI,2020-07-27 19:13:09,1,89.2,96.7
30 CAP | COLAGENO HIDROLISADO  1G; VITAMINA D3 1:100  10000UI,2020-07-27 19:13:09,2,47.2883,41.0
60 CAP | BOSWELLIA   250MG; CURCUMINA  500MG,2020-07-27 19:13:09,2,176.598,170.0
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  14000UI,2020-07-27 19:13:09,1,44.784,39.9
60 CAP | BOSWELLIA SERRATA  250MG; CURCUMINA  500MG,2020-07-27 19:13:09,2,176.598,168.7
30 CAP | CAVALINHA  500MG,2020-07-27 19:13:09,1,76.269,71.0
22 CAP | PROGESTERONA BASE MICRONIZADA  100MG,2020-07-27 19:02:08,1,70.8103,62.0
30 CAP | VITAMINA C  500MG; ZINCO  10MG,2020-07-27 19:02:08,2,44.3973,40.0
